HOG	OG	Gene Tree Parent Clade	data_Cint	model_Cint
N0.HOG0001506	OG0001305	-	SGZ48026.1	Candida_intermedia@Seq_4334
N0.HOG0001507	OG0001306	-	SGZ48028.1	Candida_intermedia@Seq_2394
N0.HOG0001508	OG0001307	-	SGZ48031.1	Candida_intermedia@Seq_5447
N0.HOG0001509	OG0001308	-	SGZ48033.1	Candida_intermedia@Seq_1761
N0.HOG0001510	OG0001309	-	SGZ48034.1	Candida_intermedia@Seq_1358
N0.HOG0001511	OG0001310	-	SGZ48036.1	Candida_intermedia@Seq_157
N0.HOG0001512	OG0001311	-	SGZ48037.1	Candida_intermedia@Seq_3394
N0.HOG0001513	OG0001312	-	SGZ48039.1	Candida_intermedia@Seq_3941
N0.HOG0001514	OG0001313	-	SGZ48040.1	Candida_intermedia@Seq_3880
N0.HOG0001515	OG0001314	-	SGZ48041.1	Candida_intermedia@Seq_4383
N0.HOG0001516	OG0001315	-	SGZ48043.1	Candida_intermedia@Seq_1390
N0.HOG0001517	OG0001316	-	SGZ48044.1	Candida_intermedia@Seq_5280
N0.HOG0001518	OG0001317	-	SGZ48046.1	Candida_intermedia@Seq_4646
N0.HOG0001519	OG0001318	-	SGZ48047.1	Candida_intermedia@Seq_1378
N0.HOG0001520	OG0001319	-	SGZ48049.1	Candida_intermedia@Seq_2203
N0.HOG0001521	OG0001320	-	SGZ48050.1	Candida_intermedia@Seq_2127
N0.HOG0001522	OG0001321	-	SGZ48052.1	Candida_intermedia@Seq_247
N0.HOG0001523	OG0001322	-	SGZ48054.1	Candida_intermedia@Seq_4372
N0.HOG0001524	OG0001323	-	SGZ48055.1	Candida_intermedia@Seq_1884
N0.HOG0001525	OG0001324	-	SGZ48058.1	Candida_intermedia@Seq_1453
N0.HOG0001526	OG0001325	-	SGZ48060.1	Candida_intermedia@Seq_775
N0.HOG0001527	OG0001326	-	SGZ48065.1, SGZ48061.1	
N0.HOG0001528	OG0001327	-	SGZ48073.1	Candida_intermedia@Seq_2254
N0.HOG0001529	OG0001328	-	SGZ48079.1	Candida_intermedia@Seq_914
N0.HOG0001530	OG0001329	-	SGZ48080.1	Candida_intermedia@Seq_1091
N0.HOG0001531	OG0001330	-	SGZ48081.1	Candida_intermedia@Seq_5468
N0.HOG0001532	OG0001331	-	SGZ48082.1	Candida_intermedia@Seq_942
N0.HOG0001533	OG0001332	-	SGZ48085.1	Candida_intermedia@Seq_1642
N0.HOG0001534	OG0001333	-	SGZ48088.1	Candida_intermedia@Seq_3065
N0.HOG0001535	OG0001334	-	SGZ48089.1	Candida_intermedia@Seq_1508
N0.HOG0001536	OG0001335	-	SGZ48091.1	Candida_intermedia@Seq_2670
N0.HOG0001537	OG0001336	-	SGZ48093.1	Candida_intermedia@Seq_2685
N0.HOG0001538	OG0001337	-	SGZ48096.1	Candida_intermedia@Seq_735
N0.HOG0001539	OG0001338	-	SGZ48097.1	Candida_intermedia@Seq_223
N0.HOG0001540	OG0001339	-	SGZ48099.1	Candida_intermedia@Seq_3469
N0.HOG0001541	OG0001340	-	SGZ48102.1	Candida_intermedia@Seq_4729
N0.HOG0001542	OG0001341	-	SGZ48103.1	Candida_intermedia@Seq_2526
N0.HOG0001543	OG0001342	-	SGZ48104.1	Candida_intermedia@Seq_4959
N0.HOG0001544	OG0001343	-	SGZ48106.1	Candida_intermedia@Seq_488
N0.HOG0001545	OG0001344	-	SGZ48109.1	Candida_intermedia@Seq_1157
N0.HOG0001546	OG0001345	-	SGZ48110.1	Candida_intermedia@Seq_2500
N0.HOG0001547	OG0001346	-	SGZ48112.1	Candida_intermedia@Seq_105
N0.HOG0001548	OG0001347	-	SGZ48113.1	Candida_intermedia@Seq_2418
N0.HOG0001549	OG0001348	-	SGZ48114.1	Candida_intermedia@Seq_2100
N0.HOG0001550	OG0001349	-	SGZ48115.1	Candida_intermedia@Seq_5097
N0.HOG0001551	OG0001350	-	SGZ48117.1	Candida_intermedia@Seq_2957
N0.HOG0001552	OG0001351	-	SGZ48118.1	Candida_intermedia@Seq_301
N0.HOG0001553	OG0001352	-	SGZ48119.1	Candida_intermedia@Seq_1122
N0.HOG0001554	OG0001353	-	SGZ48787.1	Candida_intermedia@Seq_3539
N0.HOG0001555	OG0001354	-	SGZ48790.1	Candida_intermedia@Seq_2352
N0.HOG0001556	OG0001355	-	SGZ48794.1	Candida_intermedia@Seq_4950
N0.HOG0001557	OG0001356	-	SGZ48798.1	Candida_intermedia@Seq_4512
N0.HOG0001558	OG0001357	-	SGZ48800.1	Candida_intermedia@Seq_1997
N0.HOG0001559	OG0001358	-	SGZ48802.1	Candida_intermedia@Seq_1975
N0.HOG0001560	OG0001359	-	SGZ48804.1	Candida_intermedia@Seq_1343
N0.HOG0001561	OG0001360	-	SGZ48807.1	Candida_intermedia@Seq_4621
N0.HOG0001562	OG0001361	-	SGZ48809.1	Candida_intermedia@Seq_2746
N0.HOG0001563	OG0001362	-	SGZ48811.1	Candida_intermedia@Seq_787
N0.HOG0001564	OG0001363	-	SGZ48816.1	Candida_intermedia@Seq_1751
N0.HOG0001565	OG0001364	-	SGZ48818.1	Candida_intermedia@Seq_3243
N0.HOG0001566	OG0001365	-	SGZ48820.1	Candida_intermedia@Seq_201
N0.HOG0001567	OG0001366	-	SGZ48822.1	Candida_intermedia@Seq_4123
N0.HOG0001568	OG0001367	-	SGZ48824.1	Candida_intermedia@Seq_803
N0.HOG0001569	OG0001368	-	SGZ48826.1	Candida_intermedia@Seq_651
N0.HOG0001570	OG0001369	-	SGZ48831.1	Candida_intermedia@Seq_2502
N0.HOG0001571	OG0001370	-	SGZ48835.1	Candida_intermedia@Seq_1989
N0.HOG0001572	OG0001371	-	SGZ48837.1	Candida_intermedia@Seq_288
N0.HOG0001573	OG0001372	-	SGZ48839.1	Candida_intermedia@Seq_3263
N0.HOG0001574	OG0001373	-	SGZ48840.1	Candida_intermedia@Seq_1383
N0.HOG0001575	OG0001374	-	SGZ48842.1	Candida_intermedia@Seq_3209
N0.HOG0001576	OG0001375	-	SGZ48844.1	Candida_intermedia@Seq_3612
N0.HOG0001577	OG0001376	-	SGZ48846.1	Candida_intermedia@Seq_5240
N0.HOG0001578	OG0001377	-	SGZ48848.1	Candida_intermedia@Seq_142
N0.HOG0001579	OG0001378	-	SGZ48850.1	Candida_intermedia@Seq_3318
N0.HOG0001580	OG0001379	-	SGZ48852.1	Candida_intermedia@Seq_3672
N0.HOG0001581	OG0001380	-	SGZ48854.1	Candida_intermedia@Seq_4680
N0.HOG0001582	OG0001381	-	SGZ48857.1	Candida_intermedia@Seq_5341
N0.HOG0001583	OG0001382	-	SGZ48860.1	Candida_intermedia@Seq_208
N0.HOG0001584	OG0001383	-	SGZ48862.1	Candida_intermedia@Seq_2432
N0.HOG0001585	OG0001384	-	SGZ48864.1	Candida_intermedia@Seq_2849
N0.HOG0001586	OG0001385	-	SGZ48866.1	Candida_intermedia@Seq_4795
N0.HOG0001587	OG0001386	-	SGZ48868.1	Candida_intermedia@Seq_814
N0.HOG0001588	OG0001387	-	SGZ48871.1	Candida_intermedia@Seq_4468
N0.HOG0001589	OG0001388	-	SGZ48873.1	Candida_intermedia@Seq_2091
N0.HOG0001590	OG0001389	-	SGZ48875.1	Candida_intermedia@Seq_5353
N0.HOG0001591	OG0001390	-	SGZ48879.1	Candida_intermedia@Seq_1399
N0.HOG0001592	OG0001391	-	SGZ48881.1	Candida_intermedia@Seq_4819
N0.HOG0001593	OG0001392	-	SGZ48885.1	Candida_intermedia@Seq_2086
N0.HOG0001594	OG0001393	-	SGZ48887.1	Candida_intermedia@Seq_3619
N0.HOG0001595	OG0001394	-	SGZ48889.1	Candida_intermedia@Seq_4403
N0.HOG0001596	OG0001395	-	SGZ48891.1	Candida_intermedia@Seq_4494
N0.HOG0001597	OG0001396	-	SGZ48894.1	Candida_intermedia@Seq_4235
N0.HOG0001598	OG0001397	-	SGZ48895.1	Candida_intermedia@Seq_1590
N0.HOG0001599	OG0001398	-	SGZ48897.1	Candida_intermedia@Seq_4125
N0.HOG0001600	OG0001399	-	SGZ48899.1	Candida_intermedia@Seq_37
N0.HOG0001601	OG0001400	-	SGZ48901.1	Candida_intermedia@Seq_1169
N0.HOG0001602	OG0001401	-	SGZ48903.1	Candida_intermedia@Seq_2539
N0.HOG0001603	OG0001402	-	SGZ48905.1	Candida_intermedia@Seq_1406
N0.HOG0001604	OG0001403	-	SGZ48907.1	Candida_intermedia@Seq_4577
N0.HOG0001605	OG0001404	-	SGZ48911.1	Candida_intermedia@Seq_71
N0.HOG0001606	OG0001405	-	SGZ48912.1	Candida_intermedia@Seq_645
N0.HOG0001607	OG0001406	-	SGZ48914.1	Candida_intermedia@Seq_212
N0.HOG0001608	OG0001407	-	SGZ48916.1	Candida_intermedia@Seq_2804
N0.HOG0001609	OG0001408	-	SGZ48918.1	Candida_intermedia@Seq_1468
N0.HOG0001610	OG0001409	-	SGZ48920.1	Candida_intermedia@Seq_103
N0.HOG0001611	OG0001410	-	SGZ48923.1	Candida_intermedia@Seq_866
N0.HOG0001612	OG0001411	-	SGZ48925.1	Candida_intermedia@Seq_2477
N0.HOG0001613	OG0001412	-	SGZ48928.1	Candida_intermedia@Seq_1551
N0.HOG0001614	OG0001413	-	SGZ48929.1	Candida_intermedia@Seq_299
N0.HOG0001615	OG0001414	-	SGZ48931.1	Candida_intermedia@Seq_5472
N0.HOG0001616	OG0001415	-	SGZ48933.1	Candida_intermedia@Seq_5161
N0.HOG0001617	OG0001416	-	SGZ48935.1	Candida_intermedia@Seq_3433
N0.HOG0001618	OG0001417	-	SGZ48937.1	Candida_intermedia@Seq_3231
N0.HOG0001619	OG0001418	-	SGZ48939.1	Candida_intermedia@Seq_4296
N0.HOG0001620	OG0001419	-	SGZ48942.1	Candida_intermedia@Seq_5392
N0.HOG0001621	OG0001420	-	SGZ48946.1	Candida_intermedia@Seq_4386
N0.HOG0001622	OG0001421	-	SGZ48949.1	Candida_intermedia@Seq_3356
N0.HOG0001623	OG0001422	-	SGZ48951.1	Candida_intermedia@Seq_973
N0.HOG0001624	OG0001423	-	SGZ48953.1	Candida_intermedia@Seq_2079
N0.HOG0001625	OG0001424	-	SGZ48957.1	Candida_intermedia@Seq_5025
N0.HOG0001626	OG0001425	-	SGZ48960.1	Candida_intermedia@Seq_572
N0.HOG0001627	OG0001426	-	SGZ48962.1	Candida_intermedia@Seq_3896
N0.HOG0001628	OG0001427	-	SGZ48964.1	Candida_intermedia@Seq_1528
N0.HOG0001629	OG0001428	-	SGZ48966.1	Candida_intermedia@Seq_3659
N0.HOG0001630	OG0001429	-	SGZ48968.1	Candida_intermedia@Seq_3307
N0.HOG0001631	OG0001430	-	SGZ48970.1	Candida_intermedia@Seq_3110
N0.HOG0001632	OG0001431	-	SGZ48972.1	Candida_intermedia@Seq_4029
N0.HOG0001633	OG0001432	-	SGZ48973.1	Candida_intermedia@Seq_399
N0.HOG0001634	OG0001433	-	SGZ48976.1	Candida_intermedia@Seq_1908
N0.HOG0001635	OG0001434	-	SGZ48978.1	Candida_intermedia@Seq_3175
N0.HOG0001636	OG0001435	-	SGZ48980.1	Candida_intermedia@Seq_383
N0.HOG0001637	OG0001436	-	SGZ48982.1	Candida_intermedia@Seq_297
N0.HOG0001638	OG0001437	-	SGZ48986.1	Candida_intermedia@Seq_3950
N0.HOG0001639	OG0001438	-	SGZ48988.1	Candida_intermedia@Seq_1680
N0.HOG0001640	OG0001439	-	SGZ48990.1	Candida_intermedia@Seq_156
N0.HOG0001641	OG0001440	-	SGZ48995.1	Candida_intermedia@Seq_3328
N0.HOG0001642	OG0001441	-	SGZ48997.1	Candida_intermedia@Seq_4550
N0.HOG0001643	OG0001442	-	SGZ48999.1	Candida_intermedia@Seq_3414
N0.HOG0001644	OG0001443	-	SGZ49001.1	Candida_intermedia@Seq_2733
N0.HOG0001645	OG0001444	-	SGZ49003.1	Candida_intermedia@Seq_3325
N0.HOG0001646	OG0001445	-	SGZ49007.1	Candida_intermedia@Seq_5490
N0.HOG0001647	OG0001446	-	SGZ49009.1	Candida_intermedia@Seq_3755
N0.HOG0001648	OG0001447	-	SGZ49011.1	Candida_intermedia@Seq_1620
N0.HOG0001649	OG0001448	-	SGZ49014.1	Candida_intermedia@Seq_1225
N0.HOG0001650	OG0001449	-	SGZ49016.1	Candida_intermedia@Seq_4639
N0.HOG0001651	OG0001450	-	SGZ49018.1	Candida_intermedia@Seq_2323
N0.HOG0001652	OG0001451	-	SGZ49022.1	Candida_intermedia@Seq_2280
N0.HOG0001653	OG0001452	-	SGZ49024.1	Candida_intermedia@Seq_5438
N0.HOG0001654	OG0001453	-	SGZ49027.1	Candida_intermedia@Seq_1815
N0.HOG0001655	OG0001454	-	SGZ49029.1	Candida_intermedia@Seq_2519
N0.HOG0001656	OG0001455	-	SGZ49032.1	Candida_intermedia@Seq_5136
N0.HOG0001657	OG0001456	-	SGZ49034.1	Candida_intermedia@Seq_2061
N0.HOG0001658	OG0001457	-	SGZ49037.1	Candida_intermedia@Seq_2644
N0.HOG0001659	OG0001458	-	SGZ49039.1	Candida_intermedia@Seq_3059
N0.HOG0001660	OG0001459	-	SGZ49041.1	Candida_intermedia@Seq_2778
N0.HOG0001661	OG0001460	-	SGZ49044.1	Candida_intermedia@Seq_587
N0.HOG0001662	OG0001461	-	SGZ49046.1	Candida_intermedia@Seq_493
N0.HOG0001663	OG0001462	-	SGZ49047.1	Candida_intermedia@Seq_4481
N0.HOG0001664	OG0001463	-	SGZ49049.1	Candida_intermedia@Seq_4755
N0.HOG0001665	OG0001464	-	SGZ49052.1	Candida_intermedia@Seq_3862
N0.HOG0001666	OG0001465	-	SGZ49053.1	Candida_intermedia@Seq_3918
N0.HOG0001667	OG0001466	-	SGZ49057.1	Candida_intermedia@Seq_1726
N0.HOG0001668	OG0001467	-	SGZ49062.1	Candida_intermedia@Seq_3667
N0.HOG0001669	OG0001468	-	SGZ49064.1	Candida_intermedia@Seq_2548
N0.HOG0001670	OG0001469	-	SGZ49065.1	Candida_intermedia@Seq_5246
N0.HOG0001671	OG0001470	-	SGZ49069.1	Candida_intermedia@Seq_2408
N0.HOG0001672	OG0001471	-	SGZ49071.1	Candida_intermedia@Seq_159
N0.HOG0001673	OG0001472	-	SGZ49073.1	Candida_intermedia@Seq_1440
N0.HOG0001674	OG0001473	-	SGZ49075.1	Candida_intermedia@Seq_5273
N0.HOG0001675	OG0001474	-	SGZ49078.1	Candida_intermedia@Seq_1283
N0.HOG0001676	OG0001475	-	SGZ49080.1	Candida_intermedia@Seq_438
N0.HOG0001677	OG0001476	-	SGZ49081.1	Candida_intermedia@Seq_3343
N0.HOG0001678	OG0001477	-	SGZ49084.1	Candida_intermedia@Seq_5027
N0.HOG0001679	OG0001478	-	SGZ49086.1	Candida_intermedia@Seq_1546
N0.HOG0001680	OG0001479	-	SGZ49088.1	Candida_intermedia@Seq_3720
N0.HOG0001681	OG0001480	-	SGZ49091.1	Candida_intermedia@Seq_5168
N0.HOG0001682	OG0001481	-	SGZ49093.1	Candida_intermedia@Seq_1271
N0.HOG0001683	OG0001482	-	SGZ49095.1	Candida_intermedia@Seq_2647
N0.HOG0001684	OG0001483	-	SGZ49097.1	Candida_intermedia@Seq_2618
N0.HOG0001685	OG0001484	-	SGZ49100.1	Candida_intermedia@Seq_1643
N0.HOG0001686	OG0001485	-	SGZ49103.1	Candida_intermedia@Seq_2351
N0.HOG0001687	OG0001486	-	SGZ49105.1	Candida_intermedia@Seq_887
N0.HOG0001688	OG0001487	-	SGZ49107.1	Candida_intermedia@Seq_3635
N0.HOG0001689	OG0001488	-	SGZ49110.1	Candida_intermedia@Seq_3841
N0.HOG0001690	OG0001489	-	SGZ49112.1	Candida_intermedia@Seq_4256
N0.HOG0001691	OG0001490	-	SGZ49113.1	Candida_intermedia@Seq_1474
N0.HOG0001692	OG0001491	-	SGZ49122.1	Candida_intermedia@Seq_2511
N0.HOG0001693	OG0001492	-	SGZ49124.1	Candida_intermedia@Seq_2184
N0.HOG0001694	OG0001493	-	SGZ49126.1	Candida_intermedia@Seq_5115
N0.HOG0001695	OG0001494	-	SGZ49128.1	Candida_intermedia@Seq_3146
N0.HOG0001696	OG0001495	-	SGZ49130.1	Candida_intermedia@Seq_953
N0.HOG0001697	OG0001496	-	SGZ49136.1	Candida_intermedia@Seq_4813
N0.HOG0001698	OG0001497	-	SGZ49138.1	Candida_intermedia@Seq_3807
N0.HOG0001699	OG0001498	-	SGZ49141.1	Candida_intermedia@Seq_422
N0.HOG0001700	OG0001499	-	SGZ49146.1	Candida_intermedia@Seq_1684
N0.HOG0001701	OG0001500	-	SGZ49148.1	Candida_intermedia@Seq_1829
N0.HOG0001702	OG0001501	-	SGZ49150.1	Candida_intermedia@Seq_441
N0.HOG0001703	OG0001502	-	SGZ49154.1	Candida_intermedia@Seq_915
N0.HOG0001704	OG0001503	-	SGZ49157.1	Candida_intermedia@Seq_2114
N0.HOG0001705	OG0001504	-	SGZ49159.1	Candida_intermedia@Seq_2797
N0.HOG0001706	OG0001505	-	SGZ49163.1	Candida_intermedia@Seq_5319
N0.HOG0001707	OG0001506	-	SGZ49165.1	Candida_intermedia@Seq_3731
N0.HOG0001708	OG0001507	-	SGZ49167.1	Candida_intermedia@Seq_2767
N0.HOG0001709	OG0001508	-	SGZ49170.1	Candida_intermedia@Seq_2593
N0.HOG0001710	OG0001509	-	SGZ49172.1	Candida_intermedia@Seq_380
N0.HOG0001711	OG0001510	-	SGZ49175.1	Candida_intermedia@Seq_397
N0.HOG0001712	OG0001511	-	SGZ49178.1	Candida_intermedia@Seq_5500
N0.HOG0001713	OG0001512	-	SGZ49181.1	Candida_intermedia@Seq_1170
N0.HOG0001714	OG0001513	-	SGZ49184.1	Candida_intermedia@Seq_5348
N0.HOG0001715	OG0001514	-	SGZ49186.1	Candida_intermedia@Seq_1782
N0.HOG0001716	OG0001515	-	SGZ49189.1	Candida_intermedia@Seq_1207
N0.HOG0001717	OG0001516	-	SGZ49192.1	Candida_intermedia@Seq_4428
N0.HOG0001718	OG0001517	-	SGZ49194.1	Candida_intermedia@Seq_471
N0.HOG0001719	OG0001518	-	SGZ49196.1	Candida_intermedia@Seq_796
N0.HOG0001720	OG0001519	-	SGZ49198.1	Candida_intermedia@Seq_363
N0.HOG0001721	OG0001520	-	SGZ49200.1	Candida_intermedia@Seq_1885
N0.HOG0001722	OG0001521	-	SGZ49202.1	Candida_intermedia@Seq_1119
N0.HOG0001723	OG0001522	-	SGZ49204.1	Candida_intermedia@Seq_3774
N0.HOG0001724	OG0001523	-	SGZ49206.1	Candida_intermedia@Seq_3998
N0.HOG0001725	OG0001524	-	SGZ49209.1	Candida_intermedia@Seq_1006
N0.HOG0001726	OG0001525	-	SGZ49216.1	Candida_intermedia@Seq_1053
N0.HOG0001727	OG0001526	-	SGZ49221.1	Candida_intermedia@Seq_2446
N0.HOG0001728	OG0001527	-	SGZ49225.1	Candida_intermedia@Seq_4739
N0.HOG0001729	OG0001528	-	SGZ49229.1	Candida_intermedia@Seq_1961
N0.HOG0001730	OG0001529	-	SGZ49233.1	Candida_intermedia@Seq_1014
N0.HOG0001731	OG0001530	-	SGZ49235.1	Candida_intermedia@Seq_3315
N0.HOG0001732	OG0001531	-	SGZ49237.1	Candida_intermedia@Seq_90
N0.HOG0001733	OG0001532	-	SGZ49240.1	Candida_intermedia@Seq_3096
N0.HOG0001734	OG0001533	-	SGZ49242.1	Candida_intermedia@Seq_5356
N0.HOG0001735	OG0001534	-	SGZ49244.1	Candida_intermedia@Seq_4822
N0.HOG0001736	OG0001535	-	SGZ49247.1	Candida_intermedia@Seq_11
N0.HOG0001737	OG0001536	-	SGZ49249.1	Candida_intermedia@Seq_5221
N0.HOG0001738	OG0001537	-	SGZ49251.1	Candida_intermedia@Seq_1256
N0.HOG0001739	OG0001538	-	SGZ49253.1	Candida_intermedia@Seq_678
N0.HOG0001740	OG0001539	-	SGZ49258.1	Candida_intermedia@Seq_414
N0.HOG0001741	OG0001540	-	SGZ49260.1	Candida_intermedia@Seq_2289
N0.HOG0001742	OG0001541	-	SGZ49264.1	Candida_intermedia@Seq_4374
N0.HOG0001743	OG0001542	-	SGZ49266.1	Candida_intermedia@Seq_4840
N0.HOG0001744	OG0001543	-	SGZ49268.1	Candida_intermedia@Seq_4624
N0.HOG0001745	OG0001544	-	SGZ49270.1	Candida_intermedia@Seq_3108
N0.HOG0001746	OG0001545	-	SGZ49273.1	Candida_intermedia@Seq_495
N0.HOG0001747	OG0001546	-	SGZ49275.1	Candida_intermedia@Seq_4546
N0.HOG0001748	OG0001547	-	SGZ49279.1	Candida_intermedia@Seq_4527
N0.HOG0001749	OG0001548	-	SGZ49281.1	Candida_intermedia@Seq_926
N0.HOG0001750	OG0001549	-	SGZ49287.1	Candida_intermedia@Seq_3159
N0.HOG0001751	OG0001550	-	SGZ49291.1	Candida_intermedia@Seq_4990
N0.HOG0001752	OG0001551	-	SGZ49294.1	Candida_intermedia@Seq_2886
N0.HOG0001753	OG0001552	-	SGZ49296.1	Candida_intermedia@Seq_3508
N0.HOG0001754	OG0001553	-	SGZ49303.1	Candida_intermedia@Seq_5365
N0.HOG0001755	OG0001554	-	SGZ49305.1	Candida_intermedia@Seq_36
N0.HOG0001756	OG0001555	-	SGZ49307.1	Candida_intermedia@Seq_4545
N0.HOG0001757	OG0001556	-	SGZ49308.1	Candida_intermedia@Seq_5351
N0.HOG0001758	OG0001557	-	SGZ49311.1	Candida_intermedia@Seq_2782
N0.HOG0001759	OG0001558	-	SGZ49313.1	Candida_intermedia@Seq_1285
N0.HOG0001760	OG0001559	-	SGZ49315.1	Candida_intermedia@Seq_2318
N0.HOG0001761	OG0001560	-	SGZ49317.1	Candida_intermedia@Seq_4175
N0.HOG0001762	OG0001561	-	SGZ49319.1	Candida_intermedia@Seq_5034
N0.HOG0001763	OG0001562	-	SGZ49322.1	Candida_intermedia@Seq_1608
N0.HOG0001764	OG0001563	-	SGZ49324.1	Candida_intermedia@Seq_535
N0.HOG0001765	OG0001564	-	SGZ49328.1	Candida_intermedia@Seq_171
N0.HOG0001766	OG0001565	-	SGZ49330.1	Candida_intermedia@Seq_2467
N0.HOG0001767	OG0001566	-	SGZ49338.1	Candida_intermedia@Seq_2777
N0.HOG0001768	OG0001567	-	SGZ49341.1	Candida_intermedia@Seq_1213
N0.HOG0001769	OG0001568	-	SGZ49343.1	Candida_intermedia@Seq_817
N0.HOG0001770	OG0001569	-	SGZ49346.1	Candida_intermedia@Seq_4094
N0.HOG0001771	OG0001570	-	SGZ49348.1	Candida_intermedia@Seq_4136
N0.HOG0001772	OG0001571	-	SGZ49350.1	Candida_intermedia@Seq_5072
N0.HOG0001773	OG0001572	-	SGZ49353.1	Candida_intermedia@Seq_2494
N0.HOG0001774	OG0001573	-	SGZ49355.1	Candida_intermedia@Seq_323
N0.HOG0001775	OG0001574	-	SGZ49357.1	Candida_intermedia@Seq_3462
N0.HOG0001776	OG0001575	-	SGZ49359.1	Candida_intermedia@Seq_3510
N0.HOG0001777	OG0001576	-	SGZ49361.1	Candida_intermedia@Seq_3670
N0.HOG0001778	OG0001577	-	SGZ49363.1	Candida_intermedia@Seq_703
N0.HOG0001779	OG0001578	-	SGZ49365.1	Candida_intermedia@Seq_502
N0.HOG0001780	OG0001579	-	SGZ49367.1	Candida_intermedia@Seq_1842
N0.HOG0001781	OG0001580	-	SGZ49369.1	Candida_intermedia@Seq_4815
N0.HOG0001782	OG0001581	-	SGZ49371.1	Candida_intermedia@Seq_4539
N0.HOG0001783	OG0001582	-	SGZ49378.1	Candida_intermedia@Seq_4663
N0.HOG0001784	OG0001583	-	SGZ49380.1	Candida_intermedia@Seq_2823
N0.HOG0001785	OG0001584	-	SGZ49383.1	Candida_intermedia@Seq_562
N0.HOG0001786	OG0001585	-	SGZ49385.1	Candida_intermedia@Seq_751
N0.HOG0001787	OG0001586	-	SGZ49388.1	Candida_intermedia@Seq_991
N0.HOG0001788	OG0001587	-	SGZ49390.1	Candida_intermedia@Seq_671
N0.HOG0001789	OG0001588	-	SGZ49392.1	Candida_intermedia@Seq_2645
N0.HOG0001790	OG0001589	-	SGZ49397.1	Candida_intermedia@Seq_2230
N0.HOG0001791	OG0001590	-	SGZ49399.1	Candida_intermedia@Seq_2973
N0.HOG0001792	OG0001591	-	SGZ49401.1	Candida_intermedia@Seq_2279
N0.HOG0001793	OG0001592	-	SGZ49403.1	Candida_intermedia@Seq_3413
N0.HOG0001794	OG0001593	-	SGZ49406.1	Candida_intermedia@Seq_5230
N0.HOG0001795	OG0001594	-	SGZ49408.1	Candida_intermedia@Seq_3552
N0.HOG0001796	OG0001595	-	SGZ49412.1	Candida_intermedia@Seq_4891
N0.HOG0001797	OG0001596	-	SGZ49414.1	Candida_intermedia@Seq_2423
N0.HOG0001798	OG0001597	-	SGZ49416.1	Candida_intermedia@Seq_1657
N0.HOG0001799	OG0001598	-	SGZ49417.1	Candida_intermedia@Seq_406
N0.HOG0001800	OG0001599	-	SGZ49419.1	Candida_intermedia@Seq_2422
N0.HOG0001801	OG0001600	-	SGZ49422.1	Candida_intermedia@Seq_4366
N0.HOG0001802	OG0001601	-	SGZ49424.1	Candida_intermedia@Seq_276
N0.HOG0001803	OG0001602	-	SGZ49427.1	Candida_intermedia@Seq_3845
N0.HOG0001804	OG0001603	-	SGZ49429.1	Candida_intermedia@Seq_162
N0.HOG0001805	OG0001604	-	SGZ49431.1	Candida_intermedia@Seq_907
N0.HOG0001806	OG0001605	-	SGZ49434.1	Candida_intermedia@Seq_4735
N0.HOG0001807	OG0001606	-	SGZ49437.1	Candida_intermedia@Seq_4945
N0.HOG0001808	OG0001607	-	SGZ49439.1	Candida_intermedia@Seq_3139
N0.HOG0001809	OG0001608	-	SGZ49442.1	Candida_intermedia@Seq_1914
N0.HOG0001810	OG0001609	-	SGZ49444.1	Candida_intermedia@Seq_3076
N0.HOG0001811	OG0001610	-	SGZ49446.1	Candida_intermedia@Seq_1662
N0.HOG0001812	OG0001611	-	SGZ49450.1	Candida_intermedia@Seq_1835
N0.HOG0001813	OG0001612	-	SGZ49452.1	Candida_intermedia@Seq_2180
N0.HOG0001814	OG0001613	-	SGZ49454.1	Candida_intermedia@Seq_1466
N0.HOG0001815	OG0001614	-	SGZ49456.1	Candida_intermedia@Seq_2747
N0.HOG0001816	OG0001615	-	SGZ49459.1	Candida_intermedia@Seq_4633
N0.HOG0001817	OG0001616	-	SGZ49461.1	Candida_intermedia@Seq_3872
N0.HOG0001818	OG0001617	-	SGZ49463.1	Candida_intermedia@Seq_5442
N0.HOG0001819	OG0001618	-	SGZ49467.1	Candida_intermedia@Seq_834
N0.HOG0001820	OG0001619	-	SGZ49469.1	Candida_intermedia@Seq_1017
N0.HOG0001821	OG0001620	-	SGZ49471.1	Candida_intermedia@Seq_2687
N0.HOG0001822	OG0001621	-	SGZ49473.1	Candida_intermedia@Seq_5124
N0.HOG0001823	OG0001622	-	SGZ49475.1	Candida_intermedia@Seq_153
N0.HOG0001824	OG0001623	-	SGZ49482.1	Candida_intermedia@Seq_5282
N0.HOG0001825	OG0001624	-	SGZ49486.1	Candida_intermedia@Seq_614
N0.HOG0001826	OG0001625	-	SGZ49488.1	Candida_intermedia@Seq_2643
N0.HOG0001827	OG0001626	-	SGZ49492.1	Candida_intermedia@Seq_658
N0.HOG0001828	OG0001627	-	SGZ49495.1	Candida_intermedia@Seq_4279
N0.HOG0001829	OG0001628	-	SGZ49497.1	Candida_intermedia@Seq_3370
N0.HOG0001830	OG0001629	-	SGZ49499.1	Candida_intermedia@Seq_2003
N0.HOG0001831	OG0001630	-	SGZ49501.1	Candida_intermedia@Seq_4999
